Title|Artist|Genre|Media Type|Year|Hours|Minutes|Seconds|Price|Cast|Disc|Ripped|Filename
Corky Romano|Rob Pritts|502|2|2001||86||3.99|Chris Kattan, Vinessa Shaw, Peter Berg, Chris Penn, Richard Roundtree, Fred Ward, Peter Falk, Matthew Glave, Roger Fan, Dave Sheridan|1|1|Corky Romano.mp4
The Mummy|Alex Kurtzman|506|2|2017||110||14.99|Tom Cruise, Annabelle Wallis, Sofia Boutella, Jake Johnson, Courtney B. Vance, Russell Crowe|1|1|The Mummy 2017.mp4
Batman v Superman: Dawn of Justice|Zack Snyder|508|2|2016||151||9.99|Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg, Diane Lane, Laurence Fishburne, Jeremy Irons, Holly Hunter, Gal Gadot|1|1|Batman v Superman Dawn of Justice.mp4
Hiromi The Trio Project Live in Marciac|Hiromi Uehara|507|2|2011|1|42||15.45|Hiromi, Anthony Jackson, Simon Phillips|1|1|Hiromi The Trio Project-Live in Marciac.mp4
Hiromi The Trio Project Move: Live in Tokyo |Hiromi Uehara|507|2|2012|1|36||14.14|Hiromi, Anthony Jackson, Simon Phillips|1|1|Hiromi The Trio Project-Move Live in Tokyo.mp4
Justice League| Zack Snyder|508|2|2017||120||0|Ben Affleck, Henry Cavill, Amy Adams, Gal Gadot, Ezra Miller, Jason Momoa, Ray Fisher, Jeremy Irons, Diane Lane, Connie Nielsen, J. K. Simmons|1|1|Justice League.mp4
Ant-Man| Peyton Reed|508|2|2015||117||0|"Paul Rudd, Evangeline Lilly, Corey Stoll, Bobby Cannavale, Michael Peña, Tip ""T.I."" Harris, Anthony Mackie, Wood Harris, Judy Greer, David Dastmalchian, Michael Douglas"|1|1|Ant-Man.mp4
Ant-Man and the Wasp| Peyton Reed|508|2|2018||118||0|"Paul Rudd, Evangeline Lilly, Michael Peña, Walton Goggins, Bobby Cannavale, Judy Greer, Tip ""T.I."" Harris, David Dastmalchian, Hannah John-Kamen, Abby Ryder Fortson, Randall Park, Michelle Pfeiffer, Laurence Fishburne, Michael Douglas"|1|1|Ant-Man and the Wasp.mp4
Avengers: Age of Ultron| Joss Whedon|508|2|2015||141||0|Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Jeremy Renner, Don Cheadle, Aaron Taylor-Johnson, Elizabeth Olsen, Paul Bettany, Cobie Smulders, Anthony Mackie, Hayley Atwell, Idris Elba, Stellan Skarsgård, James Spader, Samuel L. Jackson|1|1|Avengers Age of Ultron.mp4
Black Panther| Ryan Coogler|508|2|2018||134||0|Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Angela Bassett, Forest Whitaker, Andy Serkis|1|1|Black Panther.mp4
Captain America Civil War|Anthony Russo|508|2|2016||147||0|Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie, Don Cheadle, Jeremy Renner, Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Paul Rudd, Emily VanCamp, Tom Holland, Frank Grillo, William Hurt, Daniel Brühl|1|1|Captain America Civil War.mp4
Crazy Rich Asians|Jon M. Chu|502|12|2018||120||0|Constance Wu, Henry Golding, Gemma Chan, Nico Santos, Lisa Lu, Awkwafina, Ken Jeong, Harry Shum Jr., Michelle Yeoh|1|1|Crazy Rich Asians.mp4
Deadpool|Tim Miller|508|2|2016||108||0|Ryan Reynolds, Morena Baccarin, Ed Skrein, T. J. Miller, Gina Carano, Brianna Hildebrand|1|1|Deadpool.mp4
Guardians of the Galaxy| James Gunn|508|2|2014||122||0|Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Lee Pace, Michael Rooker, Karen Gillan, Djimon Hounsou, John C. Reilly, Glenn Close, Benicio del Toro|1|1|Guardians of the Galaxy.mp4
Godzilla|Gareth Edwards|508|2|2014||123||0|Aaron Taylor-Johnson, Ken Watanabe, Elizabeth Olsen, Juliette Binoche, Sally Hawkins, David Strathairn, Bryan Cranston|1|1|Godzilla.mp4
Jack Reacher: Never Go Back| Edward Zwick|500|2|2016||118||0|Tom Cruise and Cobie Smulders|1|1|Jack Reacher Never Go Back.mp4
John Carter| Andrew Stanton|508|2|2012||132||0|Taylor Kitsch. Lynn Collins. Samantha Morton. Mark Strong. Ciarán Hinds. Dominic West. James Purefoy. Willem Dafoe|1|1|John Carter.mp4
John Wick|Chad Stahelsk|500|2|2014||101||0|Keanu Reeves, Michael Nyqvist, Alfie Allen, Adrianne Palicki, Bridget Moynahan, Dean Winters, Ian McShane, John Leguizamo, Willem Dafoe|1|1|John Wick.mp4
Jurassic World: Fallen Kingdom|J. A. Bayona|508|12|2018||128||0|Chris Pratt, Bryce Dallas Howard, Rafe Spall, Toby Jones, Ted Levine, BD Wong, Jeff Goldblum|1|1|Jurassic World Fallen Kingdom.mp4
Kingsman: The Secret Service|Matthew Vaughn|500|2|2015||129||0|Colin Firth, Samuel L. Jackson, Mark Strong, Taron Egerton, Michael Caine|1|1|Kingsman The Secret Service.mp4
Meet the Fockers|Jay Roach|502|2|2004||115||0|Robert De Niro, Ben Stiller, Dustin Hoffman, Barbra Streisand, Blythe Danner, Teri Polo, Alanna Ubach, Cedric Yarbrough|1|1|Meet the Fockers.mkv
Mission: Impossible – Fallout|Christopher McQuarrie|523|2|2018||148||0|Tom Cruise, Henry Cavill, Ving Rhames, Simon Pegg, Rebecca Ferguson, Sean Harris, Angela Bassett, Vanessa Kirby, Michelle Monaghan, Alec Baldwin|1|1|Mission Impossible – Fallout.mp4
Peppermint|Pierre Morel|500|12|2018||102||0|Jennifer Garner, John Ortiz, John Gallagher Jr., Juan Pablo Raba, Tyson Ritter|1|1|Peppermint.mp4
Rampage|Brad Peyton|508|12|2018||107||0|Dwayne Johnson, Naomie Harris, Malin Åkerman, Jake Lacy, Joe Manganiello, Jeffrey Dean Morgan|1|1|Rampage.mp4
Red Sparrow|Francis Lawrence|503|12|2018||140||0|Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts, Charlotte Rampling, Mary-Louise Parker, Jeremy Irons|1|1|Red Sparrow.mp4
Ocean's 8|Gary Ross|503|12|2018||110||0|Sandra Bullock, Cate Blanchett, Anne Hathaway, Mindy Kaling, Sarah Paulson, Awkwafina, Rihanna, Helena Bonham Carter|1|1|Ocean's 8.mp4
She's Out of My League|Jim Field Smith|500|12|2010||108||0|Jay Baruchel, Alice Eve, Mike Vogel, T.J. Miller, Nate Torrence, Krysten Ritter, Geoff Stults, Lindsay Sloane|1|1|She's Out of My League.mp4
The Game Plan| Andy Fickman|502|12|2007||110||0|"Dwayne ""The Rock"" Johnson, Kyra Sedgwick, Morris Chestnut, Roselyn Sanchez, Madison Pettis"|1|1|The Game Plan.mp4
Skyscraper| Rawson Marshall Thurber|500|12|2018||102||0|Dwayne Johnson, Neve Campbell, Chin Han, Roland Møller, Noah Taylor, Byron Mann, Pablo Schreiber, Hannah Quinlivan|1|1|Skyscraper.mp4
The Naked Gun: From the Files of Police Squad!|David Zucker|502|12|1988||85||0|Leslie Nielsen|1|1|The Naked Gun From the Files of Police Squad!.mp4
The Other Woman|Nick Cassavetes|502|12|2014||109||0|Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau, Nicki Minaj, Taylor Kinney, Don Johnson|1|1|The Other Woman.mp4
The Predator|Shane Black|508|12|2018||107||0|Boyd Holbrook, Trevante Rhodes, Jacob Tremblay, Keegan-Michael Key, Olivia Munn, Thomas Jane, Alfie Allen, Sterling K. Brown|1|1|The Predator.mp4
Thor: Ragnarok|Taika Waititi|508|12|2017||130||0|Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Karl Urban, Mark Ruffalo, Anthony Hopkins|1|1|Thor Ragnarok.mp4
Thor: The Dark World|Alan Taylor|508|12|2013||112||0|Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Stellan Skarsgård, Idris Elba, Christopher Eccleston, Adewale Akinnuoye-Agbaje, Kat Dennings, Ray Stevenson, Zachary Levi, Tadanobu Asano, Jaimie Alexander, Rene Russo|1|1|Thor The Dark World.mp4
Venom|Ruben Fleischer|508|12|2018||112||0|Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze, Reid Scott|1|1|Venom.mp4
X-Men: Apocalypse|Bryan Singer|508|12|2015||144||0|James McAvoy, Michael Fassbender, Jennifer Lawrence, Oscar Isaac, Nicholas Hoult, Rose Byrne, Tye Sheridan, Sophie Turner, Olivia Munn, Lucas Till|1|1|X-Men Apocalypse.mp4
XXX: Return of Xander Cage|D. J. Caruso|500|12|2017||107||0|Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu, Ruby Rose, Tony Jaa, Nina Dobrev, Toni Collette, Samuel L. Jackson|1|1|XXX Return of Xander Cage.mp4
X-Men The Last Stand|Brett Ratner|508|12|2006||106||0|Hugh Jackman. Halle Berry. Ian McKellen. Famke Janssen. Anna Paquin. Kelsey Grammer. James Marsden. Rebecca Romijn. Shawn Ashmore. Aaron Stanford. Vinnie Jones. Patrick Stewart|1|1|X-Men The Last Stand.mp4
Blood and Bone|Ben Ramsey|500|12|2009||93||0|Michael Jai White, Julian Sands, Eamonn Walker, Dante Basco, Nona Gaye, Shannon Kane, Michelle Belegrin, Bob Sapp|1|1|Blood and Bone.mp4
Killers|Robert Luketic|500|12|2010||100||0|Katherine Heigl, Ashton Kutcher|1|1|Killers.mp4
Fifty Shades of Grey|Sam Taylor-Johnson|519|12|2015||125||0|Dakota Johnson, Ronnie Hopper, Jennifer Ehle, Marcia Gay Harden|1|1|Fifty Shades of Grey.mp4
Fifty Shades Darker|James Foley|519|12|2017||118||0|Dakota Johnson, Jamie Dornan, Eric Johnson, Rita Ora, Luke Grimes, Victor Rasuk, Kim Basinger, Marcia Gay Harden|1|1|Fifty Shades Darker.mp4
Fifty Shades Freed|James Foley|519|12|2018||105||0|Dakota Johnson, Jamie Dornan, Eric Johnson, Rita Ora, Luke Grimes, Victor Rasuk, Jennifer Ehle, Marcia Gay Harden|1|1|Fifty Shades Freed.mp4
Basic|John McTiernan|500|12|2003||98||0|John Travolta, Samuel L. Jackson, Connie Nielsen, Tim Daly, Giovanni Ribisi, Roselyn Sánchez, Taye Diggs, Harry Connick Jr., Brian Van Holt, Cristián de la Fuente, Dash Mihok|1|1|Basic.mp4
Bridesmaids|Paul Feig|502|12|2011||125||0|Kristen Wiig, Maya Rudolph, Rose Byrne, Wendi McLendon-Covey, Ellie Kemper, Melissa McCarthy, Chris O'Dowd|1|1|Bridesmaids.mp4
Dirty Grandpa|Dan Mazer|502|12|2016||102||0|Robert De Niro, Zac Efron, Aubrey Plaza, Zoey Deutch, Julianne Hough, Dermot Mulroney|1|1|Dirty Grandpa.mp4
Django Unchained|Quentin Tarantino|500|12|2012||165||0|Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson|1|1|Django Unchained.mp4
Aquaman|James Wan|508|12|2018||143||0|Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson, Dolph Lundgren, Yahya Abdul-Mateen II, Nicole Kidman|1|1|Aquaman.mp4
Bullet to the Head|Walter Hill|500|12|2012||92||0|Sylvester Stallone, Sung Kang, Sarah Shahi, Adewale Akinnuoye-Agbaje, Christian Slater, Jason Momoa|1|1|Bullet to the Head.mp4
Creed II|Steven Caple Jr.|500|12|2018||130||0|Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Wood Harris, Phylicia Rashad, Dolph Lundgren|1|1|Creed.II.mp4
Second Act|Peter Segal|502|12|2018||104||0|Jennifer Lopez, Leah Remini, Vanessa Hudgens, Treat Williams, Milo Ventimiglia|1|1|Second.Act.mkv
Nobody's Fool|Tyler Perry|502|12|2018||110||0|Tiffany Haddish, Tika Sumpter, Omari Hardwick, Mehcad Brooks, Amber Riley, Whoopi Goldberg|1|1|Nobody's.Fool.mp4
2 Fast 2 Furious|John Singleton|500|12|2003||108||0|Paul Walker, Tyrese Gibson, Eva Mendes,Cole Hauser, Ludacris, James Remar|1|1|2 Fast 2 Furious.mp4
Fast & Furious 6|Justin Lin|500|12|2013||130||0|"Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson, Chris ""Ludacris"" Bridges, Sung Kang, Luke Evans, Gina Carano, John Ortiz"|1|1|Fast & Furious 6.mp4
Fast & Furious 7|James Wan|500|12|2015||137||0|"Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson, Chris ""Ludacris"" Bridges, Sung Kang, Jordana Brewster, Djimon Hounsou, Kurt Russell, Jason Statham"|1|1|Fast & Furious 7.mp4
The Fast and the Furious: Tokyo Drift|Justin Lin|500|12|2006||104||0|Lucas Black, Sung Kang, Bow Wow, Nathalie Kelley, Brian Tee|1|1|The Fast and the Furious Tokyo Drift.mp4
17 Again|Burr Steers|502|12|2009||104||0|Zac Efron, Leslie Mann, Thomas Lennon, Michelle Trachtenberg, Matthew Perry, Sterling Knight|1|1|17 Again.mp4
Acrimony|Tyler Perry|532|12|2018||120||0|Taraji P. Henson, Lyriq Bent|1|1|Acrimony.mp4
Annihilation|Alex Garland|500|12|2018||115||0|Natalie Portman, Jennifer Jason Leigh, Gina Rodriguez, Tessa Thompson, Tuva Novotny, Oscar Isaac|1|1|Annihilation.mp4
Baywatch|Seth Gordon|502|12|2017||116||0|Dwayne Johnson, Zac Efron, Priyanka Chopra, Alexandra Daddario, David Hasselhoff|1|1|Baywatch.mp4
Blockers|Kay Cannon|502|12|2018||102||0|Leslie Mann, Ike Barinholtz, John Cena|1|1|Blockers.mp4
Close|Vicky Jewson|500|12|2019|1|34||0|Noomi Rapace, Sophie Nélisse, Indira Varma, Eoin Macken|1|1|Close.mp4
Death Becomes Her|Robert Zemeckis|502|12|1992||104||0|Meryl Streep, Bruce Willis, Goldie Hawn, Isabella Rossellini|1|1|Death Becomes Her.mp4
Polar|Jonas Akerlund|500|12|2019||119||0|Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick,Matt Lucas|1|1|Polar.mkv
Death Wish (2018)|Eli Roth|500|12|2018||107||0|Bruce Willis, Vincent D'Onofrio,Elisabeth Shue, Dean Norris, Kimberly Elise|1|1|Death Wish (2018).mp4
Den of Thieves|Christian Gudegast|500|12|2018||140||0|"Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr., Curtis ""50 Cent"" Jackson"|1|1|Den of Thieves.mkv
Ex Machina|Alex Garland|508|12|2015||108||0|Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno|1|1|Ex Machina.mp4
Full Metal Jacket|Stanley Kubrick|500|12|1987||116||0|Matthew Modine, Adam Baldwin, Vincent D'Onofrio, Lee Ermey, Dorian Harewood, Arliss Howard, Kevyn Major Howard, Ed O'Ross|1|1|Full Metal Jacket.mp4
Game Night|John Francis Daley|502|12|2018||100||0|Jason Bateman, Rachel McAdams, Billy Magnussen, Sharon Horgan, Lamorne Morris, Kylie Bunbury, Jesse Plemons, Michael C. Hall, Kyle Chandler|1|1|Game Night.mp4
Home Alone|Chris Columbus|502|12|1990||103||0|Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard, Catherine O'Hara|1|1|Home Alone.mp4
Hotel Artemis|Drew Pearce|500|12|2018||94||0|Jodie Foster, Sterling K. Brown, Sofia Boutella, Jeff Goldblum, Brian Tyree Henry, Jenny Slate, Zachary Quinto, Charlie Day, Dave Bautista|1|1|Hotel Artemis.mp4
I Spit on Your Grave|Steven R. Monroe|532|12|2010||108||0|Sarah Butler, Jeff Branson, Daniel Franzese, Rodney Eastman, Chad Lindberg, Tracey Walter, Andrew Howard|1|1|I Spit on Your Grave (2010).mp4
Life of the Party|Ben Falcone|502|12|2018||105||0|Melissa McCarthy, Gillian Jacobs, Maya Rudolph, Julie Bowen, Matt Walsh, Molly Gordon, Stephen Root, Jacki Weaver|1|1|Life of the Party.mp4
Crazy, Stupid, Love|Glenn Ficarra|502|12|2011||118||0|Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone, Marisa Tomei, Kevin Bacon|1|1|Crazy, Stupid, Love.mp4
Miss Bala|Catherine Hardwicke|500|12|2019||104||0|Gina Rodriguez, Ismael Cruz Córdova|1|1|Miss Bala.mp4
Molly's Game|Aaron Sorkin|502|12|2017||141||0|Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera, Jeremy Strong, Chris O'Dowd, Bill Camp|1|1|Molly's Game.mp4
Overboard (2018)|Rob Greenberg|502|12|2018||112||0|Eugenio Derbez,  Anna Faris, Eva Longoria, John Hannah|1|1|Overboard (2018).mp4
Samson|Bruce Macdonald|504|12|2018||109||0|Taylor James, Jackson Rathbone, Billy Zane, Caitlin Leahy, Rutger Hauer, Lindsay Wagner|1|1|Samson.mp4
Sicario: Day of the Soldado|Stefano Soliima|500|12|2018||122||0|Benicio del Toro, Josh Brolin, Isabela Moner, Jeffrey Donovan, Manuel Garcia-Rulfo, Catherine Keener|1|1|Sicario Day of the Soldado.mp4
Speed Kills|Jodi Scurfield|500|12|2018|1|42||0|John Travolta, Katheryn Winnick, Jennifer Esposito|1|1|Speed Kills.mp4
Terminal |Vaughn Stein|500|12|2018||95||0|Margot Robbie, Simon Pegg, Dexter Fletcher, Max Irons, Mike Myers|1|1|Terminal.mp4
The Accountant|Gavin O'Connor|504|12|2016||128||0|Ben Affleck, Anna Kendrick, J. K. Simmons, Jon Bernthal, Cynthia Addai-Robinson, Jeffrey Tambor, John Lithgow|1|1|The Accountant.mp4
The Con Is On|James Oakley|503|12|2018||90||0|Uma Thurman, Tim Roth, Alice Eve, Sofía Vergara, Maggie Q|1|1|The Con Is On.mp4
The Equalizer 2|Antoine Fuqua|523|12|2018||121||0|Denzel Washington, Pedro Pascal, Ashton Sanders, Bill Pullman, Melissa Leo|1|1|The Equalizer 2.mp4
The Girl with the Dragon Tattoo|David Fincher|532|12|2011||158||0|Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård, Steven Berkoff, Robin Wright, Yorick van Wageningen, Joely Richardson|1|1|The Girl with the Dragon Tattoo.mp4
The Hitman's Bodyguard|Patrick Hughes|500|12|2017||118||0|Ryan Reynolds, Samuel L. Jackson, Gary Oldman, Salma Hayek, Élodie Yung, Joaquim de Almeida, Kirsty Mitchell, Richard E. Grant|1|1|The Hitman's Bodyguard.mp4
The Meg|Jon Turtelttaub|500|12|2018||113||0|Jason Statham, Li Bingbing, Rainn Wilson, Ruby Rose, Winston Chao, Cliff Curtis|1|1|The Meg.mp4
Tomb Raider (2018)|Roar Uthaug|500|12|2018||118||0|Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu, Kristin Scott Thomas|1|1|Tomb Raider (2018).mp4
Uncle Drew|Charles Stone III|502|12|2018||103||0|Kyrie Irving, Lil Rel Howery, Shaquille O'Neal, Chris Webber, Reggie Miller, Nate Robinson, Lisa Leslie, Erica Ash, J. B. Smoove, Mike Epps, Tiffany Haddish, Nick Kroll|1|1|Uncle Drew.mp4
Underworld: Blood Wars|Anna Foerster|508|12|2016||91||0|Kate Beckinsale, Theo James, Lara Pulver, Tobias Menzies, Bradley James, Peter Andersson, James Faulkner, Clementine Nicholson, Daisy Head, Oliver Stark, Charles Dance|1|1|Underworld Blood Wars.mp4
Upgrade |Leigh Whannell|500|12|2018||100||0|Logan Marshall-Green, Betty Gabriel,  Harrison Gilbertson|1|1|Upgrade .mp4
Valerian and the City of a Thousand Planets|Luc Besson|508|12|2017||137||0|Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna, Ethan Hawke, Herbie Hancock, Kris Wu, Rutger Hauer|1|1|Valerian and the City of a Thousand Planets.mp4
Alita: Battle Angel|James Cameron|508|12|2019||122||0|Rosa Salazar, Christoph Waltz, Jennifer Connelly, Mahershala Ali, Ed Skrein, Jackie Earle Haley, Keean Johnson|1|1|Alita.mp4
Godzilla: King of the Monsters|Michael Dougherty|508|12|2019||132||0|Kyle Chandler, Vera Farmiga, Millie Bobby Brown, Bradley Whitford, Sally Hawkins, Charles Dance, Thomas Middleditch, Aisha Hinds, O'Shea Jackson Jr., David Strathairn, , Ken Watanabe, Zhang Ziyi|1|1|Godzilla King of the Monsters.mkv
Fast & Furious Presents: Hobbs & Shaw|David Leitch|500|12|2019||136||0|Dwayne Johnson, Jason Statham, Idris Elba, Vanessa Kirby, Helen Mirren|1|1|Fast & Furious Presents Hobbs & Shaw.mp4
Spider-Man: Far From Home|Jon Watts|508|12|2019||129||0|Tom Holland, Samuel L. Jackson, Zendaya, Cobie Smulders, Jon Favreau, J. B. Smoove, Jacob Batalon, Martin Starr, Marisa Tomei, Jake Gyllenhaal|1|1|Spider-Man Far From Home.mp4
Hellboy (2019)|Neil Marshall|508|12|2019||121||0|David Harbour, Milla Jovovich, Ian McShane, Sasha Lane, Daniel Dae Kim, Thomas Haden Church|1|1|Hellboy (2019).mp4
Class Act|Randall Miller|502|12|1992||98||0|Kid 'n Play|1|1|Class Act.mp4
Green Book|Peter Farrelly|504|12|2018||130||0|Viggo Mortensen, Mahershala Ali, Linda Cardellini|1|1|Green Book.mkv
Shaft (2019)|Tim Story|500|12|2019||112||0|Samuel L. Jackson, Jessie T. Usher, Regina Hall, Alexandra Shipp, Richard Roundtree|1|1|Shaft (2019).mp4
Tales from the Hood|Rusty Cundieff|504|12|1995||98||0|Clarence Williams III, Rosalind Cash, Rusty Cundieff, David Alan Grier, Anthony Griffith, Wings Hauser, Lamont Bentley, Paula Jai Parker, Joe Torry, Corbin Bernsen|1|1|Tales from the Hood.mp4
Anna|Luc Besson|500|12|2019||118||0|Sasha Luss, Luke Evans, Cillian Murphy, Helen Mirren|1|1|Anna.mkv
The Three Musketeers (2011)|Paul W. S. Anderson|525|12|2011||110||0|Logan Lerman, Milla Jovovich, Matthew Macfadyen, Ray Stevenson, Luke Evans, Mads Mikkelsen, Gabriella Wilde, James Corden, Juno Temple, Freddie Fox, Til Schweiger, Orlando Bloom, Christoph Waltz|1|1|The Three Musketeers (2011).mp4
The Intruder|Deon Taylor|532|12|2019||102||0|Michael Ealy, Meagan Good, Joseph Sikora, Dennis Quaid|1|1|The Intruder.mp4
The Naked Gun 2½: The Smell of Fear|David Zucker|502|12|1991||85||0|Leslie Nielsen, Priscilla Presley, George Kennedy, O. J. Simpson, Robert Goulet|1|1|The Naked Gun 2½ The Smell of Fear.mp4
The Patriot|Ronald Emmerich|504|12|2000||164||0|Mel Gibson, Heath Ledger, Joely Richardson, Jason Isaacs, Chris Cooper, Tchéky Karyo, René Auberjonois, Lisa Brenner, Tom Wilkinson|1|1|The Patriot.mp4
Braveheart|Mel Gibson|504|12|1995||178||0|Mel Gibson, Sophie Marceau, Patrick McGoohan, Catherine McCormack|1|1|Braveheart.mp4
Captain Marvel|Anna Boden|508|12|2019||124||0|Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Djimon Hounsou, Lee Pace, Lashana Lynch, Gemma Chan, Annette Bening, Clark Gregg, Jude Law|1|1|Captain Marvel.mp4
Percy Jackson: Sea of Monsters|Thor Freudenthal|525|12|2013||106||0|Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Jake Abel, Leven Rambin, Douglas Smith|1|1|Percy Jackson Sea of Monsters.mp4
Robin Hood|Otto Bathurst|525|12|2018||116||0|Taron Egerton, Jamie Foxx, Ben Mendelsohn, Eve Hewson, Jamie Dornan|1|1|Robin Hood.mp4
The Hunger Games: Catching Fire|Francis Lawrence|504|12|2013||146||0|Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Lenny Kravitz, Philip Seymour Hoffman, Jeffrey Wright, Stanley Tucci, Donald Sutherland|1|1|The Hunger Games Catching Fire.mp4
The Marine|John Bonito|500|12|2006||91||0|John Cena, Robert Patrick, Kelly Carlson, Anthony Ray Parker, Abigail Bianca, Damon Gibson, Manu Bennett, Jerome Ehlers, Drew Powell|1|1|The Marine.mp4
Who Made the Potatoe Salad?|Coke Daniels|502|12|2006|1|30||0|Jaleel White, DeRay Davis, Eddie Griffin, Clifton Powell, Daphne Bloomer|1|1|Who Made the Potatoe Salad.mp4
Quantum of Solace|Marc Forster|523|12|2008||106||0|Daniel Craig, Olga Kurylenko, Mathieu Amalric, Gemma Arterton, Giancarlo Giannini, Jeffrey Wright, Judi Dench|1|1|Quantum of Solace..mp4
Naked Gun 33? The Final Insult|Peter Segal|502|12|1994||82||0|Leslie Nielsen, Priscilla Presley, George Kennedy, O. J. Simpson, Fred Ward|1|1|Naked Gun 33? The Final Insult.mp4
The Fate of the Furious|F. Gary Gray|500|12|2017||136||0|"Vin Diesel, Dwayne Johnson, Jason Statham, Michelle Rodriguez, Tyrese Gibson, Chris ""Ludacris"" Bridges, Scott Eastwood, Nathalie Emmanuel, Elsa Pataky, Kurt Russell, Charlize Theron"|1|1|The Fate of the Furious.mkv
Dark Phoenix|Simon Kinberg|508|12|2019||114||0|James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Sophie Turner, Tye Sheridan, Alexandra Shipp, Jessica Chastain|1|1|Dark Phoenix.mp4
John Wick: Chapter 3 – Parabellum|Chad Stahelski|500|12|2019||131||0|Keanu Reeves, Halle Berry, Laurence Fishburne, Mark Dacascos, Asia Kate Dillon, Lance Reddick, Anjelica Huston, Ian McShane|1|1|John Wick Chapter 3 – Parabellum.mp4
John Wick: Chapter 2|Chad Stahelski|500|12|2017||122||0|Keanu Reeves, Common, Laurence Fishburne, Riccardo Scamarcio, Ruby Rose, John Leguizamo, Ian McShane|1|1|John Wick Chapter 2.mp4
National Lampoon's Vacation|Harold Ramis|502|12|1983||98||0|Chevy Chase, Beverly D'Angelo, Imogene Coca, Randy Quaid, John Candy, Christie Brinkley|1|1|National Lampoon's Vacation.mp4
Extremities|Robert M. Young|523|12|1986||89||0|Farrah Fawcett, James Russo, Diana Scarwid, Alfre Woodard|1|1|Extremities.mp4
Maleficent: Mistress of Evil|Joachim Rønning|525|12|2019||118||0|Angelina Jolie, Elle Fanning, Chiwetel Ejiofor, Sam Riley, Ed Skrein, Imelda Staunton, Juno Temple, Lesley Manville, Michelle Pfeiffer|1|1|Maleficent Mistress of Evil.mp4
Maleficent|Robert Stromberg|525|12|2014||97||0|Angelina Jolie, Sharlto Copley, Elle Fanning, Sam Riley, Imelda Staunton, Juno Temple, Lesley Manville|1|1|Maleficent.mkv
Black and Blue|Deon Taylor|503|12|2019||108||0|Naomie Harris, Tyrese Gibson, Frank Grillo, Mike Colter, Reid Scott|1|1|Black and Blue.mp4
Joker|Todd Phillips|504|12|2019||122||0|Joaquin Phoenix|1|1|Joker.mp4
X-Men: Days of Future Past|Bryan Singer|508|12|2014||131||0|Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence, Halle Berry, Anna Paquin, Ellen Page, Peter Dinklage, Ian McKellen, Patrick Stewart|1|1|X-Men Days of Future Past.mp4
The Bourne Legacy|Tony Gilroy|500|12|2012||135||0|Jeremy Renner, Rachel Weisz, Edward Norton|1|1|The Bourne Legacy.mp4
The Living Daylights|John Glen|523|12|1987||131||0|Timothy Dalton, Maryam d'Abo, Joe Don Baker, Art Malik, Jeroen Krabbé|1|1|The Living Daylights.mp4
The Gods Must Be Crazy|Jamie Uys|502|12|1984||109||0|N!xau, Sandra Prinsloo, Marius Weyers, Nic De Jager, Michael Thys, Louw Verwey, Ken Gampu, Simon Sabela|1|1|The Gods Must Be Crazy.mp4
